날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-08-06,100,21.9,20,24.1
2020-08-06,101,24.5,22.9,27.1
2020-08-06,102,22.8,20.2,25
2020-08-06,104,23.2,20.9,28.2
2020-08-06,105,24.1,22.1,28.3
2020-08-06,106,22.2,20.2,27
2020-08-06,108,24.1,22.9,26
2020-08-06,112,23.2,22.2,25.3
2020-08-06,114,24.6,23.2,26.8
2020-08-06,115,23,20.3,25
2020-08-06,119,24.3,22.8,26.2
2020-08-06,121,23.7,21.3,26
2020-08-06,127,24.6,22,27.7
2020-08-06,129,24,22.2,26.9
2020-08-06,130,22.7,20,29.7
2020-08-06,131,25.6,23.8,27.7
2020-08-06,133,25.5,23.4,27.1
2020-08-06,135,25.1,23.5,28
2020-08-06,136,25.5,24,27.8
2020-08-06,137,25.7,24.3,28.8
2020-08-06,138,27.5,21.9,30.8
2020-08-06,140,24.7,22.8,27.6
2020-08-06,143,28.5,25.8,31.2
2020-08-06,146,26.1,24.1,28.4
2020-08-06,152,27.4,25.9,29.1
2020-08-06,155,27.1,25.9,29.4
2020-08-06,156,25.5,24.8,28.1
2020-08-06,159,26.1,24.5,27.4
2020-08-06,162,26.9,25.5,28.2
2020-08-06,165,26.6,25.6,28.3
2020-08-06,168,25.9,25.1,27.7
2020-08-06,169,25.5,22.7,28.8
2020-08-06,170,27.6,26.5,28.7
2020-08-06,172,25.9,24.4,28.6
2020-08-06,174,26.2,20.6,28.5
2020-08-06,177,24.5,22.4,27.8
2020-08-06,184,30.2,27.9,32.7
2020-08-06,185,26.8,26.3,28.3
2020-08-06,188,27,26,27.5
2020-08-06,189,26.4,25.6,26.8
2020-08-06,192,26.9,25.8,27.8
2020-08-06,201,23.7,21.7,27.2
2020-08-06,202,25,22.6,28.1
2020-08-06,203,24.9,22.7,27.6
2020-08-06,211,24,20.4,27.6
2020-08-06,212,24.8,22.4,27.6
2020-08-06,216,22.2,18.9,25.7
2020-08-06,217,23,20.2,25.2
2020-08-06,221,23.4,21.6,24.9
2020-08-06,226,24.5,22,26.4
2020-08-06,232,24.4,21.6,27.6
2020-08-06,235,23.5,21.6,27.7
2020-08-06,236,24.6,22.1,27
2020-08-06,238,26.1,24.3,28.4
2020-08-06,239,25,22.7,27.4
2020-08-06,243,25.6,23.4,28.3
2020-08-06,244,24.9,23.9,27.2
2020-08-06,245,25.7,23.8,28.8
2020-08-06,247,25.9,24.8,27.1
2020-08-07,248,22.7,21.3,24.6
2020-08-07,251,24.8,23.3,26.6
2020-08-07,252,24.9,23.7,26.2
2020-08-07,253,25.8,23.6,27.9
2020-08-07,254,24.3,23.1,26
2020-08-07,255,26.9,24.7,29.7
2020-08-07,257,26,24,28.3
2020-08-07,258,26.7,25.5,27.7
2020-08-07,259,26.1,25.3,27
2020-08-07,260,25.7,24.3,27.1
2020-08-07,261,26.3,25.7,27.1
2020-08-07,262,26.3,25.4,28
2020-08-07,263,25.5,23.3,28.1
2020-08-07,264,24,22.3,25.4
2020-08-07,266,25.5,24.7,26.9
2020-08-07,268,26.5,25.9,27.2
2020-08-07,271,20.1,18.4,22.8
2020-08-07,272,21.4,19.8,23.5
2020-08-07,273,21.8,20.8,23.3
2020-08-07,276,22.4,21,25.2
2020-08-07,277,22.5,20.4,25.6
2020-08-07,278,23,21.3,25
2020-08-07,279,23.3,21.7,25.1
2020-08-07,281,23.2,22,25.1
2020-08-07,283,24.3,22.3,28.7
2020-08-07,284,23.2,22.3,24.4
2020-08-07,285,24.2,22.6,25.9
2020-08-07,288,25.4,23.4,28.3
2020-08-07,289,24,22.3,26.5
2020-08-07,294,26.3,25.6,27.3
2020-08-07,295,26.8,25.2,28.2
2020-08-07,90,24.2,21,28.3
2020-08-07,93,23.2,20.9,27.1
2020-08-07,95,23.3,21.1,26.1
2020-08-07,98,23.4,21,26.8
2020-08-07,99,23.6,20.8,26.9
2020-08-07,100,20.2,18.2,23.4
2020-08-07,101,23.8,22.1,26.3
2020-08-07,102,22.7,20.6,24.8
2020-08-07,104,24.1,20.8,27.9
2020-08-07,105,25.7,22.2,28.7
2020-08-07,106,22.7,20.1,26.8
2020-08-07,108,24.3,22.6,26.1
2020-08-07,112,23.7,22,25.3
2020-08-07,114,23.4,22,25.8
2020-08-07,115,22.2,20.6,24.9
2020-08-07,119,24.2,22.4,25.9
2020-08-07,121,21.8,20.5,25
2020-08-07,127,22.4,20.7,24.7
2020-08-07,129,23,21.7,24.4
2020-08-07,130,21.8,19.9,26.3
2020-08-07,131,23.3,22.2,24.5
2020-08-07,133,23.5,23,24.2
2020-08-07,135,22.2,20.6,24
2020-08-07,136,22.4,20.5,24.2
2020-08-07,137,22.4,20.2,25
2020-08-07,138,24.1,22.2,28.1
2020-08-07,140,23.1,22.3,23.8
2020-08-07,143,24.6,22.5,27.1
2020-08-07,146,23.8,22.7,25.3
2020-08-07,152,25.3,22.7,29.2
2020-08-07,155,25.7,23.7,28.1
2020-08-07,156,24.5,23.2,26
2020-08-07,159,25.6,23.6,27.8
2020-08-07,162,26.3,25.2,27.8
2020-08-07,165,25.9,24.3,26.5
2020-08-07,168,25.5,24.9,26.7
2020-08-07,169,23.7,22.5,25.6
2020-08-07,170,27.2,26.6,28.3
2020-08-07,172,25,23.7,26.3
2020-08-07,174,24.8,17.9,26.4
2020-08-07,177,22.8,21.3,24.3
2020-08-07,184,30.6,27.8,32.7
2020-08-07,185,26.9,25.9,28.5
2020-08-07,188,27.4,26.7,28.2
2020-08-07,189,26.8,26.4,27.6
2020-08-07,192,25.4,23.4,27.3
2020-08-07,201,23.5,21.7,26.3
2020-08-07,202,22.7,21.3,25.4
2020-08-07,203,23.2,21.7,25
2020-08-07,211,23.5,21.2,26.4
2020-08-07,212,23.6,21.7,26.9
2020-08-07,216,20.2,18.8,22.8
2020-08-07,217,21.2,19,25.4
2020-08-07,221,21.9,20.7,24.6
2020-08-07,226,22,21.4,23.4
2020-08-07,232,22.1,20.5,23.7
2020-08-07,235,23.2,21.6,24.6
2020-08-07,236,23,22.1,23.8
2020-08-07,238,23.1,22,24.5
2020-08-07,239,23,22.2,24
2020-08-07,243,24,22.7,24.9
2020-08-07,244,23.2,21.7,24.6
2020-08-07,245,24.3,22.4,25.2
2020-08-07,247,24.2,22.9,25.6
2020-08-08,248,23.3,22.1,24.7
2020-08-08,251,25,23.2,26.8
2020-08-08,252,25.2,23.3,26.7
2020-08-08,253,25.4,24,26.7
2020-08-08,254,24.4,22.9,26.7
2020-08-08,255,26.7,25.2,28
2020-08-08,257,25.5,24,27
2020-08-08,258,27.2,26.1,28.5
2020-08-08,259,26.9,24.7,28.7
2020-08-08,260,26.9,25,28.4
2020-08-08,261,26.6,25.3,27.4
2020-08-08,262,26.4,25.6,28
2020-08-08,263,25.3,23.3,26.9
2020-08-08,264,23.1,22,24.4
2020-08-08,266,25.5,24.5,27.4
2020-08-08,268,27.1,26,29
2020-08-08,271,20.9,19.1,21.8
2020-08-08,272,21.6,20.2,23
2020-08-08,273,22.1,20.9,23.2
2020-08-08,276,22.3,21,23.8
2020-08-08,277,21,20.1,22
2020-08-08,278,23.2,21.4,25.1
2020-08-08,279,23,21.6,24.6
2020-08-08,281,22.8,21.7,24.4
2020-08-08,283,22.7,21.5,25
2020-08-08,284,22.9,22.3,23.7
2020-08-08,285,23.3,22.3,24.8
2020-08-08,288,24.5,23.3,25.7
2020-08-08,289,23.6,22.4,25
2020-08-08,294,25.8,24,26.5
2020-08-08,295,26.5,25.4,27.8
2020-08-08,90,22.2,20.8,23.8
2020-08-08,93,24.3,20.7,28.9
2020-08-08,95,24.3,18.9,29.6
2020-08-08,98,23.7,20.1,28.5
2020-08-08,99,23.9,20.6,27.7
2020-08-08,100,18.5,17.1,19.9
2020-08-08,101,24.6,21.7,28.5
2020-08-08,102,22.7,20.8,26.4
2020-08-08,104,20.9,20.3,21.9
2020-08-08,105,21.9,21.4,22.5
2020-08-08,106,20.2,19.6,21
2020-08-08,108,24.2,22.7,26.1
2020-08-08,112,24,23.1,25.9
2020-08-08,114,23.1,21.2,25.6
2020-08-08,115,22.6,20.5,24.9
2020-08-08,119,24,22.7,25
2020-08-08,121,21.9,20,23.4
2020-08-08,127,23,21.2,25.8
2020-08-08,129,24.2,22.7,25.5
2020-08-08,130,20.7,19.8,21.8
2020-08-08,131,24.4,22.5,27.2
2020-08-08,133,23.8,22.8,25
2020-08-08,135,21.9,20.7,23.3
2020-08-08,136,22.6,21.2,23.8
2020-08-08,137,22.3,21.2,23.3
2020-08-08,138,22,21,24
2020-08-08,140,24.2,23,25.6
2020-08-08,143,23.7,22.9,25
2020-08-08,146,24.2,23.6,25.8
2020-08-08,152,24.2,23,26.3
2020-08-08,155,25.8,24.4,26.7
2020-08-08,156,25,23,27.1
2020-08-08,159,24.9,23.7,26.4
2020-08-08,162,26.3,24.9,27.7
2020-08-08,165,26.5,25.2,27.8
2020-08-08,168,25.4,24.7,26.1
2020-08-08,169,24.6,22.8,28
2020-08-08,170,27.6,26.2,29.7
2020-08-08,172,25.3,23.3,26.9
2020-08-08,174,25.5,23.1,27.2
2020-08-08,177,24.4,22.7,26.6
2020-08-08,184,30.9,29.7,32.7
2020-08-08,185,27.1,26,28.7
2020-08-08,188,27.5,26.2,28.8
2020-08-08,189,26.6,26.2,27.4
2020-08-08,192,25.3,23.6,26.3
2020-08-08,201,23.4,20.3,26.3
2020-08-08,202,23.1,21,24.8
2020-08-08,203,23.1,21.4,24.2
2020-08-08,211,22.6,19.9,26.2
2020-08-08,212,23.4,21,27.7
2020-08-08,216,19.3,18.5,20.2
2020-08-08,217,21.4,19.4,24.6
2020-08-08,221,21.8,19.8,22.9
2020-08-08,226,22.5,21.2,24.5
2020-08-08,232,23.5,21.8,25.8
2020-08-08,235,24.7,23.2,25.9
2020-08-08,236,23.9,22.7,25.3
2020-08-08,238,23.1,22.1,24.1
2020-08-08,239,23.7,22.4,25.5
2020-08-08,243,24.4,23.5,25.9
2020-08-08,244,23.3,22.4,24.3
2020-08-08,245,24.7,23.3,26.6
2020-08-08,247,24.4,23,26.6
2020-08-09,248,26,23.1,30.5
2020-08-09,251,27.7,25.3,31.3
2020-08-09,252,28.1,25.3,32
2020-08-09,253,26.6,24.3,31.1
2020-08-09,254,28,24.4,31.9
2020-08-09,255,28.2,25.9,32.5
2020-08-09,257,26.5,24.3,30.8
2020-08-09,258,28,25.6,30.8
2020-08-09,259,28.3,25.7,31.5
2020-08-09,260,27.2,25.6,30.1
2020-08-09,261,28.3,25.6,31.7
2020-08-09,262,27.7,26.1,30
2020-08-09,263,28.2,24.6,31.8
2020-08-09,264,26.3,21.8,33
2020-08-09,266,27.3,25.7,30
2020-08-09,268,27.7,25.7,30.2
2020-08-09,271,23.8,20.7,28.4
2020-08-09,272,24.3,21.4,28.6
2020-08-09,273,25.1,22.8,30.3
2020-08-09,276,26.4,21.1,32.4
2020-08-09,277,25.3,20.2,31.3
2020-08-09,278,27.4,22.7,32.5
2020-08-09,279,27.7,23.4,32.2
2020-08-09,281,26.9,21.7,32.1
2020-08-09,283,26.8,21.4,33
2020-08-09,284,26.5,22,31.9
2020-08-09,285,27.7,23.6,31.5
2020-08-09,288,27.7,24.2,31.7
2020-08-09,289,27.6,24.1,31.7
2020-08-09,294,26.5,24.2,28.4
2020-08-09,295,27.4,26,29.4
2020-08-09,90,22.9,20.6,28.6
2020-08-09,93,23.2,21.6,24.7
2020-08-09,95,23.3,21.1,25.3
2020-08-09,98,24,22.2,25.2
2020-08-09,99,23.9,22.5,24.5
2020-08-09,100,21.9,18.1,24.2
2020-08-09,101,23.7,22.1,25.4
2020-08-09,102,22.9,22.1,25.4
2020-08-09,104,22.9,20,27.6
2020-08-09,105,23.4,21.1,26.2
2020-08-09,106,21.1,19.4,23.7
2020-08-09,108,24.9,23.7,25.8
2020-08-09,112,24.6,23.9,25.5
2020-08-09,114,25.1,23,27.7
2020-08-09,115,23.4,21.5,24.6
2020-08-09,119,25.3,24.1,27.7
2020-08-09,121,23.7,21.3,27.1
2020-08-09,127,25.1,23.2,28.1
2020-08-09,129,25.1,24.4,26.2
2020-08-09,130,22.6,19.7,26.1
2020-08-09,131,26.5,24.1,28.7
2020-08-09,133,26.2,23.8,30.1
2020-08-09,135,25.5,22.2,31.3
2020-08-09,136,26.7,22.4,32.3
2020-08-09,137,26.1,22.8,31.8
2020-08-09,138,27.8,21.1,33.3
2020-08-09,140,26.5,24.5,30.5
2020-08-09,143,28.3,23.9,33.4
2020-08-09,146,27.4,23.9,32.4
2020-08-09,152,27.1,23,31.6
2020-08-09,155,27.3,25,30.9
2020-08-09,156,27.7,24.6,31.7
2020-08-09,159,25.8,23.9,28.5
2020-08-09,162,27.3,24.8,29.8
2020-08-09,165,28,26,30.7
2020-08-09,168,27.2,25.5,29.3
2020-08-09,169,24.7,22.5,28.3
2020-08-09,170,28.7,26,32.3
2020-08-09,172,28,26.1,31.2
2020-08-09,174,27.1,25.1,30.5
2020-08-09,177,26.3,24.8,28
2020-08-09,184,30.4,28,33.9
2020-08-09,185,27.9,26.4,30.4
2020-08-09,188,27.5,26,30
2020-08-09,189,27.5,25.8,30.1
2020-08-09,192,27.4,24.3,30.6
2020-08-09,201,24.8,23.6,26.1
2020-08-09,202,24,23,25.5
2020-08-09,203,24.6,23.4,26.6
2020-08-09,211,22.8,20.6,25.5
2020-08-09,212,23.7,21.2,26.6
2020-08-09,216,23.3,19.8,26.6
2020-08-09,217,22.7,20.1,25.8
2020-08-09,221,23.5,21.5,26.7
2020-08-09,226,25.2,22.2,30.7
2020-08-09,232,25.1,23.7,27.7
2020-08-09,235,26.1,24.8,27.8
2020-08-09,236,26.2,24.4,29.3
2020-08-09,238,27,23.3,32
2020-08-09,239,26.5,24,28.9
2020-08-09,243,27.3,25.1,31.6
2020-08-09,244,25.7,23.1,30.6
2020-08-09,245,27.8,24.6,31.7
2020-08-09,247,28.2,25.3,32
2020-08-10,248,24.4,23,26.8
2020-08-10,251,26.5,24.6,30
2020-08-10,252,27,24.7,30.3
2020-08-10,253,26.1,24,29.9
2020-08-10,254,25.5,24.2,29.3
2020-08-10,255,27.6,25.7,32.2
2020-08-10,257,26.6,24.3,31.7
2020-08-10,258,26.6,24.8,28.2
2020-08-10,259,26.8,24.6,29.1
2020-08-10,260,26.2,23.9,29
2020-08-10,261,27.3,25.6,30.1
2020-08-10,262,25.8,23.7,27.9
2020-08-10,263,26.3,25.2,29.2
2020-08-10,264,24.6,23,26.7
2020-08-10,266,25.5,24.9,26.4
2020-08-10,268,27.9,25.7,30.9
2020-08-10,271,23.4,21.8,25.8
2020-08-10,272,23.9,22.2,26.7
2020-08-10,273,24.5,23,27.3
2020-08-10,276,25.5,23.1,30
2020-08-10,277,25.9,22.5,29.7
2020-08-10,278,25.8,23.6,28.5
2020-08-10,279,25.2,23.4,27.6
2020-08-10,281,25.9,23.6,31.3
2020-08-10,283,26.9,24.8,31.5
2020-08-10,284,24.7,23.6,26.4
2020-08-10,285,25.3,24.4,28.1
2020-08-10,288,26.4,24.7,31.3
2020-08-10,289,25.1,24.1,26.4
2020-08-10,294,26.5,24.4,29.6
2020-08-10,295,26.2,25,28.8
2020-08-10,90,25,22.9,30.2
2020-08-10,93,25.5,23.1,29.8
2020-08-10,95,25.1,23.7,27.3
2020-08-10,98,25,23.3,26.9
2020-08-10,99,25.6,23.6,28
2020-08-10,100,23,21.5,25.3
2020-08-10,101,26.5,23.5,29.4
2020-08-10,102,22.9,21.9,23.7
2020-08-10,104,25.5,22.6,29.1
2020-08-10,105,25,22.7,29.4
2020-08-10,106,22.2,20.7,26.8
2020-08-10,108,26.5,24.7,29.5
2020-08-10,112,25.8,24.2,27.4
2020-08-10,114,25.3,23.5,28.8
2020-08-10,115,25.1,21.9,29.1
2020-08-10,119,26.6,24.9,30.5
2020-08-10,121,23.8,21.8,29.7
2020-08-10,127,25,22.5,28.6
2020-08-10,129,26.8,24.4,30.4
2020-08-10,130,23.6,20.9,27.1
2020-08-10,131,26.4,24.8,30.5
2020-08-10,133,26.2,24.5,29.7
2020-08-10,135,23.4,22.2,26.7
2020-08-10,136,24.9,23.5,27.2
2020-08-10,137,24.4,23.2,27.8
2020-08-10,138,28.3,25.1,32.3
2020-08-10,140,26.9,24.9,30.8
2020-08-10,143,26.1,24.2,30.6
2020-08-10,146,26.5,24.9,30.7
2020-08-10,152,26.7,23.9,29.2
2020-08-10,155,25.9,24.7,28.1
2020-08-10,156,25.8,24.3,28.3
2020-08-10,159,25.6,23.5,28.5
2020-08-10,162,26.4,24.2,27.8
2020-08-10,165,27.8,26.4,30.4
2020-08-10,168,25.5,24.8,27.1
2020-08-10,169,24.9,23.8,28.5
2020-08-10,170,26.8,24.8,28.3
2020-08-10,172,26.9,24.6,30.1
2020-08-10,174,25.9,24.7,27.4
2020-08-10,177,27,24.5,29.7
2020-08-10,184,29.4,26.6,32.3
2020-08-10,185,27.5,26.5,30
2020-08-10,188,26.7,24.4,29
2020-08-10,189,26.5,24.7,27.7
2020-08-10,192,25.8,24.7,28
2020-08-10,201,25.9,24,27.7
2020-08-10,202,25.7,23.1,28.2
2020-08-10,203,26,23.4,29.2
2020-08-10,211,25.7,23.4,29
2020-08-10,212,25.5,23.1,29.1
2020-08-10,216,22.4,21.4,25.7
2020-08-10,217,23.8,20.7,27.3
2020-08-10,221,24.1,20.9,28.5
2020-08-10,226,24.2,21.7,28.7
2020-08-10,232,25.6,23,29.2
2020-08-10,235,27.2,24.9,31.3
2020-08-10,236,26.5,23.7,30.6
2020-08-10,238,25.2,23.9,28.5
2020-08-10,239,26.2,24.8,29.3
2020-08-10,243,26.7,25.4,30.7
2020-08-10,244,24.4,23.2,26.7
2020-08-10,245,26.2,24.5,30.1
2020-08-10,247,25.3,24.2,27.3
2020-08-11,248,25.7,23.4,28.5
2020-08-11,251,27,25.2,29.2
2020-08-11,252,27,25.5,29.2
2020-08-11,253,26.7,24.4,32.1
2020-08-11,254,27.1,24.6,29.4
2020-08-11,255,27.9,26.1,32.4
2020-08-11,257,26.8,25,31.8
2020-08-11,258,27.4,25.9,30.2
2020-08-11,259,28.1,25.8,30.7
2020-08-11,260,27.2,26,30.2
2020-08-11,261,27.7,26.6,29.6
2020-08-11,262,27.3,24.9,29.6
2020-08-11,263,27.5,25.3,31.7
2020-08-11,264,25.6,22.5,30.6
2020-08-11,266,26.3,24.6,30.8
2020-08-11,268,27.9,26.7,29.1
2020-08-11,271,23.3,21.3,25.7
2020-08-11,272,23.7,22.3,26.8
2020-08-11,273,24.4,23.1,27.3
2020-08-11,276,25,21.9,31.6
2020-08-11,277,26,22.9,30.9
2020-08-11,278,25.4,22.8,30.7
2020-08-11,279,25.8,23.1,30
2020-08-11,281,27.7,23.7,31.5
2020-08-11,283,27.8,24.9,33.6
2020-08-11,284,25.5,22.6,29.5
2020-08-11,285,26.7,24.3,31.6
2020-08-11,288,27.4,25.1,32.5
2020-08-11,289,25.9,23.3,31.3
2020-08-11,294,26.4,24.5,29
2020-08-11,295,26.9,24.9,30
2020-08-11,90,25.6,21.2,31.2
2020-08-11,93,24.4,22.5,27.5
2020-08-11,95,24.4,22.7,27.5
2020-08-11,98,24.2,21.8,27.2
2020-08-11,99,23.6,21.7,27.5
2020-08-11,100,21.3,19.8,23.9
2020-08-11,101,25.1,23,27.4
2020-08-11,102,23.5,21.9,26.4
2020-08-11,104,24.4,21,30.3
2020-08-11,105,25.6,22.1,30.9
2020-08-11,106,22.4,20.4,27.6
2020-08-11,108,24.6,22.4,27.3
2020-08-11,112,23.8,21.8,24.9
2020-08-11,114,24.4,22.6,26.9
2020-08-11,115,24.5,22.2,27.8
2020-08-11,119,25.4,23.5,28.3
2020-08-11,121,23.7,22.3,26.3
2020-08-11,127,24.2,22.7,25.8
2020-08-11,129,24.4,23.1,26.9
2020-08-11,130,24.3,21,28.4
2020-08-11,131,25.5,24,26.8
2020-08-11,133,26,24.7,27.9
2020-08-11,135,24.8,22.2,28
2020-08-11,136,25.5,23.3,28.8
2020-08-11,137,24.9,23.3,28.2
2020-08-11,138,29,25.6,34.1
2020-08-11,140,25.7,23.5,28.4
2020-08-11,143,27.6,24.3,33.2
2020-08-11,146,26.7,24.9,30.6
2020-08-11,152,27.5,23.8,32.5
2020-08-11,155,26.8,24.9,31.4
2020-08-11,156,26.9,25.3,30
2020-08-11,159,26.2,23.5,29.8
2020-08-11,162,26.5,24,29.7
2020-08-11,165,27.9,26.2,29.9
2020-08-11,168,25.7,25,28.1
2020-08-11,169,24.9,23.2,26.5
2020-08-11,170,28.5,27.1,30.4
2020-08-11,172,27.2,25.2,29.3
2020-08-11,174,26.2,24.9,28.8
2020-08-11,177,24.7,23.6,26.6
2020-08-11,184,30.4,27.6,33.6
2020-08-11,185,27.7,26.7,30
2020-08-11,188,27.4,25.3,29.3
2020-08-11,189,26.9,25,27.6
2020-08-11,192,26.5,25.5,29.8
2020-08-11,201,23.5,21.9,25.8
2020-08-11,202,23.9,22.3,27.1
2020-08-11,203,24.6,23,28.3
2020-08-11,211,24.2,22.7,26.6
2020-08-11,212,24.3,21.8,27.8
2020-08-11,216,23.2,21.2,25.1
2020-08-11,217,23,20,26.6
2020-08-11,221,23.4,22.1,24.9
2020-08-11,226,24.4,23.2,27.3
2020-08-11,232,24.1,22.8,25.8
2020-08-11,235,24.8,22.9,26.5
2020-08-11,236,25.1,24.1,26.9
2020-08-11,238,25.3,23.7,28.4
2020-08-11,239,25.1,23.8,27.1
2020-08-11,243,26.9,25.3,29.1
2020-08-11,244,25.2,23.3,29.3
2020-08-11,245,26.6,25.7,29.2
2020-08-11,247,26.9,24.2,29.9
2020-08-12,248,25.9,23.1,28.5
2020-08-12,251,27.6,25.7,31.5
2020-08-12,252,28.1,26.1,31.7
2020-08-12,253,26.7,25,30.1
2020-08-12,254,27.4,25,31.9
2020-08-12,255,28.2,26.4,31.6
2020-08-12,257,26.9,25.4,30.1
2020-08-12,258,28.1,25.3,31.7
2020-08-12,259,28.1,26.5,31.5
2020-08-12,260,27.9,24.9,31.8
2020-08-12,261,28.5,27,31.6
2020-08-12,262,28.1,26.1,31.5
2020-08-12,263,27.6,25.2,31.7
2020-08-12,264,26.2,22.8,31.8
2020-08-12,266,28,25.8,31.9
2020-08-12,268,28.5,27.4,30.6
2020-08-12,271,24.2,20.5,28.4
2020-08-12,272,25.1,21.8,29.6
2020-08-12,273,25.4,23,29.7
2020-08-12,276,26.4,22.8,30.9
2020-08-12,277,27.4,24,31.7
2020-08-12,278,26.8,23.9,31.1
2020-08-12,279,27.3,23.6,31.8
2020-08-12,281,27.8,23.8,32.4
2020-08-12,283,27.9,23.8,31.7
2020-08-12,284,26.1,23.4,31.2
2020-08-12,285,26.7,23.3,30.7
2020-08-12,288,26.3,24.9,29.4
2020-08-12,289,26.7,23.9,30.5
2020-08-12,294,26.9,25.8,28.2
2020-08-12,295,27.5,25.7,31.3
2020-08-12,90,28.2,22.9,32.4
2020-08-12,93,26.5,21.9,31
2020-08-12,95,26.3,22.5,30.7
2020-08-12,98,26.4,22.2,31.2
2020-08-12,99,26.3,22.7,30.7
2020-08-12,100,23.8,19.7,27.6
2020-08-12,101,26.8,22.9,31
2020-08-12,102,24.2,22.5,27.5
2020-08-12,104,27.3,21.9,32.1
2020-08-12,105,30.4,25.2,34
2020-08-12,106,25.4,22,29.5
2020-08-12,108,27.2,23.5,31.3
2020-08-12,112,26.4,23.3,29.4
2020-08-12,114,26.3,22.9,30.5
2020-08-12,115,27,23.4,30.4
2020-08-12,119,27.2,23.4,30.9
2020-08-12,121,25.2,21.9,30.6
2020-08-12,127,25.1,22.5,29.7
2020-08-12,129,25.9,23.5,29
2020-08-12,130,27.7,24.6,32.8
2020-08-12,131,27.2,24.2,31.3
2020-08-12,133,27.3,24.8,29.6
2020-08-12,135,25.9,22.8,30.4
2020-08-12,136,26.2,23.6,30
2020-08-12,137,26.5,23.7,30.1
2020-08-12,138,29.9,26.8,33.3
2020-08-12,140,27.4,25.6,31
2020-08-12,143,28.7,24.7,33.7
2020-08-12,146,28.2,25.2,32.6
2020-08-12,152,26.9,24.3,31.3
2020-08-12,155,27,25,29.9
2020-08-12,156,27.6,25.6,31.2
2020-08-12,159,25.9,24.6,28.2
2020-08-12,162,27,25,28.5
2020-08-12,165,28.4,26.9,31.3
2020-08-12,168,26.6,25.5,28.5
2020-08-12,169,25.9,24.4,30.5
2020-08-12,170,29,27.3,31.6
2020-08-12,172,28.1,26.5,31.4
2020-08-12,174,26.8,24.7,30.6
2020-08-12,177,26.5,23.6,29.7
2020-08-12,184,31,28.2,34.5
2020-08-12,185,28.2,27.2,30.2
2020-08-12,188,28,26.1,31.4
2020-08-12,189,27.4,26.1,29.9
2020-08-12,192,27.8,25.6,30.9
2020-08-12,201,25.8,21.6,30.2
2020-08-12,202,25.8,22.4,30.6
2020-08-12,203,26.2,23.1,30.5
2020-08-12,211,25.5,21.8,30.7
2020-08-12,212,26.2,22.5,31.3
2020-08-12,216,25.1,21.9,28.9
2020-08-12,217,24.9,19.5,31.2
2020-08-12,221,24.8,21.6,30.5
2020-08-12,226,25.8,23.6,28.6
2020-08-12,232,25.5,22.6,29.1
2020-08-12,235,26.6,25,29.5
2020-08-12,236,26.6,24.6,31.3
2020-08-12,238,26.9,24.2,31.1
2020-08-12,239,26.7,24.1,30.2
2020-08-12,243,27.7,25.8,31.4
2020-08-12,244,25.5,23.8,29.8
2020-08-12,245,27.7,25.2,32
2020-08-12,247,26.7,23.6,31.1
2020-08-13,248,26.5,24,30.1
2020-08-13,251,28.7,25.7,32.2
2020-08-13,252,28.2,26.1,31.8
2020-08-13,253,28.2,24.7,32.8
2020-08-13,254,28.2,24.5,32.5
2020-08-13,255,29,25.8,33.2
2020-08-13,257,28.7,24.7,33.8
2020-08-13,258,28,24.8,31.5
2020-08-13,259,27.9,26.2,30.1
2020-08-13,260,27.4,25,30.4
2020-08-13,261,28,26.7,29.4
2020-08-13,262,27.5,24.6,31
2020-08-13,263,28.7,24.2,32.8
2020-08-13,264,27.4,22.4,33.9
2020-08-13,266,28.1,25.3,31.9
2020-08-13,268,27.9,27.2,29.2
2020-08-13,271,25.2,21.4,29.9
2020-08-13,272,26.7,22.7,31.7
2020-08-13,273,27,23.6,32.4
2020-08-13,276,27.5,23.9,33.9
2020-08-13,277,29,24.8,33.5
2020-08-13,278,28.4,25,33.9
2020-08-13,279,28.6,24.2,33.9
2020-08-13,281,29,25.7,33.2
2020-08-13,283,29.3,25,34.1
2020-08-13,284,27.2,22.7,33.3
2020-08-13,285,28.3,23.4,33
2020-08-13,288,28.6,24.3,33.6
2020-08-13,289,27.8,24.3,32.6
2020-08-13,294,27.2,25.1,29.3
2020-08-13,295,27.9,24.7,32.1
2020-08-13,90,28.9,24.8,34.9
2020-08-13,93,26.6,23.5,30.8
2020-08-13,95,27.2,24,30.1
2020-08-13,98,27.2,25.1,29.9
2020-08-13,99,26.4,24.7,29.4
2020-08-13,100,24.3,22,28.2
2020-08-13,101,27.2,24.4,30
2020-08-13,102,24.2,22.7,25.6
2020-08-13,104,29,23.6,34.2
2020-08-13,105,31,28.7,34.8
2020-08-13,106,27,23.4,32.3
2020-08-13,108,28,26.3,30.3
2020-08-13,112,27,26,29.3
2020-08-13,114,28.1,24.7,31.8
2020-08-13,115,28.4,26.5,31.3
2020-08-13,119,28.2,25.9,32.1
2020-08-13,121,26.7,23.7,30.9
2020-08-13,127,27.8,24.1,32.5
2020-08-13,129,27.2,25.4,29.8
2020-08-13,130,28.9,24.4,34.1
2020-08-13,131,29.4,25.7,33.2
2020-08-13,133,28.7,25.4,32.2
2020-08-13,135,27,22.1,32.2
2020-08-13,136,28.4,24.8,32.9
2020-08-13,137,28.5,23.8,33.5
