날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-08-20,189,27.6,24.3,30.9
2020-08-20,192,28.4,22.6,35.7
2020-08-20,201,25.8,23.7,29.5
2020-08-20,202,26.5,22.1,31.6
2020-08-20,203,26.7,21.6,32.4
2020-08-20,211,25.7,22.2,32.1
2020-08-20,212,26.8,22.5,32.3
2020-08-20,216,23.3,17,31.7
2020-08-20,217,26.1,20.9,33
2020-08-20,221,25.5,20.2,32.5
2020-08-20,226,26.4,21.2,32.5
2020-08-20,232,26.6,21.9,32
2020-08-20,235,26.2,22.4,30.7
2020-08-20,236,27,22.7,33.3
2020-08-20,238,27,22.6,33.3
2020-08-20,239,27.9,23.2,33.3
2020-08-20,243,26.7,22.6,32.3
2020-08-20,244,26.1,20.4,32.6
2020-08-20,245,26.8,22,33.6
2020-08-20,247,27.5,21.9,34.7
2020-08-21,248,25.2,20.1,31.1
2020-08-21,251,26.7,21.1,33.5
2020-08-21,252,26.7,22.2,32.6
2020-08-21,253,27.4,23,34.1
2020-08-21,254,27.3,23,33.7
2020-08-21,255,27.9,24.6,33.7
2020-08-21,257,27.9,23.4,33.9
2020-08-21,258,27.6,23.8,32.2
2020-08-21,259,27,22,32.6
2020-08-21,260,26.1,21.3,31.9
2020-08-21,261,26.5,20.3,34.2
2020-08-21,262,26.5,22.7,31.5
2020-08-21,263,27.8,23.3,33.9
2020-08-21,264,26.6,21,34
2020-08-21,266,27.2,24.5,32.1
2020-08-21,268,26.2,20.9,31.5
2020-08-21,271,24.4,20.5,30.1
2020-08-21,272,26.3,21.7,31.1
2020-08-21,273,26.2,21.2,31.7
2020-08-21,276,24.7,20.2,32.8
2020-08-21,277,24.1,22.5,27.4
2020-08-21,278,26.2,21.1,32.9
2020-08-21,279,27.6,23.1,34.4
2020-08-21,281,25.1,21.7,30.8
2020-08-21,283,26,23.4,32.5
2020-08-21,284,26.2,21.4,32.9
2020-08-21,285,27.5,23.5,32.9
2020-08-21,288,27.9,23,33.2
2020-08-21,289,27.2,23.2,32.7
2020-08-21,294,26.8,24.3,31.7
2020-08-21,295,26.9,23.3,31.7
2020-08-21,90,21.2,20,22.5
2020-08-21,93,24.1,21.8,26.4
2020-08-21,95,21.4,19.7,23.4
2020-08-21,98,23.1,21.8,25.4
2020-08-21,99,22.8,21.3,24.9
2020-08-21,100,19.2,17.5,23.1
2020-08-21,101,24.1,22.3,26.6
2020-08-21,102,22.4,21.4,24.9
2020-08-21,104,21.5,20,24.4
2020-08-21,105,22.7,21.3,25
2020-08-21,106,22.2,20.6,24.1
2020-08-21,108,26.6,25.2,29.2
2020-08-21,112,26.1,24.3,28.7
2020-08-21,114,26.9,24,32
2020-08-21,115,22.6,21.6,24.2
2020-08-21,119,27.6,23.8,31.4
2020-08-21,121,26.1,22.9,32.8
2020-08-21,127,27.6,23,33.2
2020-08-21,129,26.7,22.6,31.6
2020-08-21,130,23.5,21.8,25.7
2020-08-21,131,29.2,25,34.2
2020-08-21,133,29,25.1,33.7
2020-08-21,135,26,21.6,31.8
2020-08-21,136,26.7,22.6,33
2020-08-21,137,27,22.5,32.5
2020-08-21,138,25.2,23.7,27.2
2020-08-21,140,26.6,22.7,32.1
2020-08-21,143,27.2,23.8,33.8
2020-08-21,146,28,23.1,33.7
2020-08-21,152,25.7,22.6,30.6
2020-08-21,155,26.6,22.9,32.7
2020-08-21,156,27.9,24,33
2020-08-21,159,26.7,23.6,30.7
2020-08-21,162,26.9,24,32.2
2020-08-21,165,27.3,23.8,31.4
2020-08-21,168,27.3,25,30.6
2020-08-21,169,26,24.1,29.9
2020-08-21,170,26.4,22.8,31.3
2020-08-21,172,26.4,21.1,32.7
2020-08-21,174,26.3,22,32.7
2020-08-21,177,27,22.1,32.3
2020-08-21,184,28,25.4,30.3
2020-08-21,185,27.3,25.1,30.5
2020-08-21,188,27.6,23.5,31.4
2020-08-21,189,27.8,24.8,30.3
2020-08-21,192,27.5,23.3,32.9
2020-08-21,201,24.1,22.6,25.6
2020-08-21,202,25.8,23.2,30.5
2020-08-21,203,26.5,22.4,32.6
2020-08-21,211,22.4,20.8,23.6
2020-08-21,212,24.7,22.2,29.5
2020-08-21,216,21.3,19,28.4
2020-08-21,217,25,23,31.5
2020-08-21,221,26.2,22.1,32.1
2020-08-21,226,25.9,21.2,31.8
2020-08-21,232,26.6,21.2,32.3
2020-08-21,235,26.6,22.8,30.3
2020-08-21,236,26.9,22.6,32.6
2020-08-21,238,26.7,22.1,32.8
2020-08-21,239,27.8,23,33.5
2020-08-21,243,26.9,22.4,32.1
2020-08-21,244,25.6,21.3,31.8
2020-08-21,245,26.9,21.3,33.1
2020-08-21,247,27.3,22.3,32.9
